id,x,y,deg
125_117,s-0.54727329569828598,s-2.33253856774123980,s74.15703407750731913
125_118,s2.13635478668620804,s-3.03962696339332883,s73.34645577038781994
125_119,s-2.28166413919537003,s2.43701452323983991,s258.13000007449329587
125_120,s-0.37061083099939202,s0.35530925037953798,s254.16249923153657164
125_121,s-0.53065757897626198,s-0.15777004609152601,s74.16276479291320811
125_122,s-2.21129500588000516,s-3.25481820076984585,s251.24387965000835266
125_123,s3.07332583028437600,s-1.01815098567134510,s73.35700097879680470
125_124,s3.07334232718203904,s1.88882059174801409,s73.42137146927859703
126_0,s-1.18535052276062225,s2.04509207997842823,s343.37681959956614719
126_1,s0.77371743179444519,s-2.52113678535440444,s343.42124569540226275
126_2,s2.95697485140666538,s1.03403572594076798,s343.45490859376769777
126_3,s-2.95703886647826009,s-1.63497157126683024,s163.40100001801650365
126_4,s-1.49241868751739104,s-0.75801844674997942,s163.52942692240787892
126_5,s-2.23003646439889192,s1.04226965157031382,s163.41443744520540804
126_6,s-0.87752190667067664,s-1.72463585601150737,s163.42124615101931795
126_7,s0.77107231249009878,s-1.62482307687754846,s343.42664785172644315
126_8,s0.78390454097469031,s2.77941737198460403,s163.35312572397390340
126_9,s-1.29726032202592956,s0.28653862542319564,s343.41832714060581111
126_10,s1.29615285568213201,s-0.88658435476042774,s163.43475206898790475
126_11,s0.09064639437507314,s-0.68009212434053723,s343.42158504896599425
126_12,s1.50115041657643067,s-1.63342353628570702,s343.43475276348146963
126_13,s1.38794592575442244,s1.88881149216312361,s163.35312579816479683
126_14,s2.74952787268044618,s0.88673979513261603,s163.51494488518517301
126_15,s2.95215918309323966,s2.77922124312680952,s156.40270364799073377
126_16,s-0.45245523220142103,s2.03367296967125455,s343.35312552874245284
126_17,s0.16139284508658422,s1.16293770165258303,s343.35312629176371502
126_18,s0.97670511403377813,s2.01866916906079519,s343.35312578476111867
126_19,s0.60686566315754953,s0.07454510469631830,s163.42158578843748273
126_20,s2.02126555315940992,s0.00183469213102514,s163.52416529311437898
126_21,s2.08569888340180620,s1.88321556628038378,s163.35312622102162550
126_22,s-0.57010395000648728,s1.17270985952273477,s343.35312565357378389
126_23,s-0.03968804011231718,s1.01404547148684987,s163.41832556289011791
126_24,s-0.78605992321061313,s-3.37939573278863303,s343.42124586539409847
126_25,s1.40108887954448669,s-3.37939573680191785,s343.42125742268774502
126_26,s-2.95703612434700247,s0.15334544716897150,s163.41443265272130247
126_27,s-2.18832121129728163,s-3.37939573436318597,s343.42124711736653353
126_28,s0.65941135304706866,s-3.37939573378822544,s343.42124560604759154
126_29,s-0.69086583541264535,s-2.49379744549276561,s343.42124592427410334
126_30,s2.95622893503504347,s-3.37942815026594179,s343.54471745240687142
126_31,s1.93622260993470907,s-2.65970393815409301,s163.42127395286468072
126_32,s2.97179412662717146,s1.92435827596145792,s336.40270301574298628
126_33,s-2.22861791790029740,s1.93898837228328147,s163.39531360877219868
126_34,s-2.95706946893943101,s1.94475692908384334,s163.39531686109933162
126_35,s-2.71098520537352305,s2.08283123555626837,s343.39532639024321270
126_36,s2.01655744067326514,s0.89507391353092414,s163.51494472465094532
126_37,s1.29818111613452070,s-1.78172856774826638,s163.42124485153738078
126_38,s1.49720001070657460,s-0.73680164696098915,s343.52416606124495502
126_39,s-1.29861388766752017,s1.18199248364433918,s343.37726720025500526
126_40,s2.21714455932291310,s1.04428788552536522,s343.51494407990401214
126_41,s0.06913114179425171,s2.77941737374498699,s163.35312598134521522
126_42,s-0.06833297099333009,s-3.37939572867681370,s343.42124578678988200
126_43,s0.04005878348913426,s-1.61589699355595617,s343.42293777757015505
126_44,s-1.67784186632130017,s-2.61147949576744098,s163.42124671901012789
126_45,s0.76657564718064208,s-0.72935580618413010,s343.51494356837054056
126_46,s-2.16317190138834992,s2.77942815026594303,s163.39532508466993477
126_47,s-2.74944468680128873,s-1.48759985634441350,s343.52942604736392695
126_48,s0.13248833545400365,s0.22716955073940703,s343.41832548313084317
126_49,s-2.95686803938439002,s-0.74249947746352118,s163.51110497483830386
126_50,s-2.02243851662943674,s-0.60119877746657557,s343.51110699341404597
126_51,s-2.08354623973067277,s-2.48062970019875051,s343.42124668033909529
126_52,s2.95707765220392860,s-1.64939469173607312,s343.42128969736870658
126_53,s-2.36993020506328822,s-2.60404549841382460,s163.42124682886367282
126_54,s2.18816037444479239,s2.77941737362056296,s163.35312572772602380
126_55,s1.34482044349185470,s0.97895813027124823,s163.41832575681280559
126_56,s-0.77170512454175000,s1.02397254649206837,s163.41832702868202887
126_57,s-0.26863974232807036,s-2.62697237602288070,s163.42124561579259989
126_58,s2.71062248993149435,s-2.68123242301302600,s163.54471528115652745
126_59,s-2.02622670528603255,s0.29422623026661682,s343.41444580508698436
126_60,s-0.56606330072616795,s0.27812704267733879,s343.41832606450691401
126_61,s0.56565893340459150,s-0.87859303950748835,s163.42626913781793974
126_62,s-0.63948715744033868,s-1.58682442057684314,s343.42158428013078719
126_63,s2.16472056708063221,s-3.37942813718130353,s343.54464699989409837
126_64,s2.22413545360665177,s0.15041131568758684,s343.51494488466244093
126_65,s0.04423733225645318,s-2.51144382322831561,s343.42124595032794332
126_66,s-2.95706948344944642,s1.05030131569281093,s163.39531491211425873
126_67,s-0.04341492255975482,s1.90899860601558902,s163.35312656609141868
126_68,s1.29062465305189966,s0.00944541081800542,s163.51494430666946300
126_69,s-2.01702376550746543,s-1.49558563348782902,s343.52942685202208395
126_70,s0.45308301973581844,s-2.63435590511496898,s163.42124575332184122
126_71,s2.02594357932734814,s-1.78961040795963622,s163.42129511268342412
126_72,s0.56949889523402242,s-1.77350996273582018,s163.42124629412489867
126_73,s-1.50147379851304241,s1.93074319882158973,s163.37768024268541467
126_74,s-2.75381869017393166,s0.30150177945389289,s343.41443602805759383
126_75,s-0.82818670221663349,s-0.82016405875104137,s163.42158430172992212
126_76,s-1.49820227970572373,s0.13731378889282930,s163.51110489258837788
126_77,s-0.77322403312943422,s1.92083513758408131,s163.35312505788431281
126_78,s2.95706140122806183,s-0.75308858737786011,s343.43061691252194123
126_79,s-0.09768887160392095,s0.08701492034713100,s163.42158486710138732
126_80,s-1.49017015253979079,s-3.37939573404113158,s343.42124598111092837
126_81,s-0.60896746994770901,s-0.67675165992209985,s343.42158486050163901
126_82,s0.87556065232163371,s1.12601670538998078,s343.35312572860959790
126_83,s2.22743587823542377,s-0.74484241078258806,s343.47902548738068162
126_84,s2.22930946906024330,s-2.53828337745591215,s343.42129691479192388
126_85,s1.18638506213152217,s-2.64462560357450593,s163.42124761171714908
126_86,s-2.95659625836703110,s2.77942814473008237,s163.39532155502763544
126_87,s1.49019480716175701,s2.77941737492151075,s163.35312555922894262
126_88,s1.57378478802618194,s1.11954765276209578,s343.35312627523273932
126_89,s-2.22842901933723292,s0.14536917735798258,s163.51110677134886373
126_90,s-0.97818151055635905,s-2.61693586086860686,s163.42124596119640501
126_91,s2.22938334085309497,s-1.64146241575750440,s343.43065357940542981
126_92,s2.75291402068673818,s-1.79728840303158099,s163.42129680228515554
126_93,s-2.74573110634673201,s-2.37588194106120953,s343.52942595689853533
126_94,s-1.93587532185179545,s2.06039505018560742,s343.39530470416741537
126_95,s-1.39999973311395509,s2.77942383348953248,s163.37849443164293461
126_96,s1.67686636442459269,s2.01117210990808903,s343.35312519553383481
126_97,s-2.75242174495866498,s1.19797803810894155,s343.39531410720735494
126_98,s1.50195625996461191,s-2.52989910711949095,s343.42124794534367993
126_99,s-1.34382783015391771,s-1.57586958106481823,s343.42158440578134559
126_100,s0.69001662833028765,s1.89564118671551918,s163.35312528365795970
126_101,s-0.76699265564412122,s0.12894493014729674,s163.49976123338990419
126_102,s0.64681003822370131,s0.98536354164309581,s163.41832590424803584
126_103,s0.83315376090777760,s0.21585753897591778,s343.41832607976186864
126_104,s-2.21757316294028950,s-1.64485030080132422,s163.52942605118812480
126_105,s2.02525213761933198,s-0.89354518069693056,s163.43475259007971090
126_106,s2.75171742706878719,s-0.00594480174276533,s163.47901843400688904
126_107,s2.75326531475149272,s-0.90111782929367668,s163.43065062962693901
126_108,s-2.75187371225566668,s-0.59460051392969604,s343.51110753721525271
126_109,s-1.57247430118672482,s-1.71647592484585054,s163.42124648792707831
126_110,s2.95707763634065257,s-2.54498319912049320,s343.42129607461777141
126_111,s2.95697720753097526,s0.14178514378905441,s343.47901383909777451
126_112,s-1.29180038111425644,s-0.60874886521086369,s343.51089322581935903
126_113,s-2.95102483190235221,s-3.37918647901582814,s336.38084051958105647
126_114,s1.49121177419117013,s0.15865938094720444,s343.51494472751539888
126_115,s-0.65752368960416441,s2.77941741328900571,s163.35327740345371694
126_116,s-0.16077398685379479,s-1.76478910142901557,s163.42124600211343477
126_117,s-0.12785042248156273,s-0.82371959259486138,s163.42158473429060450
126_118,s-2.02567867243382027,s1.19011355413446096,s343.39450421750973419
126_119,s-2.97179412662717013,s-2.52571479575452473,s156.38084045789753418
126_120,s-1.50178280329638536,s1.03377094146033177,s163.41444602321632829
126_121,s-1.38851209570307632,s-2.48894069117225936,s343.42124644213060947
126_122,s-2.22451262770638314,s-0.75063411209896780,s163.52942744612903425
126_123,s2.74581721464703721,s1.77457868281918008,s163.51494430804098101
126_124,s0.26704174505488348,s2.02491980811423833,s343.35312566844038429
126_125,s2.37111399911219367,s2.00662429251217844,s343.35312593991477570
127_0,s2.11838285572742624,s0.59075672511228983,s248.33619689211806758
127_1,s-0.22328797371495476,s2.20592765885289044,s248.23858850528813491
127_2,s0.96445632240940671,s1.12993219490606966,s247.93678371355031231
127_3,s-0.19317510677575822,s-3.18013506327467654,s248.02594352672144851
127_4,s0.71348839420974164,s-0.01462646173490560,s68.32008593611914193
127_5,s3.03133389230685601,s-1.62712080885683075,s68.29316365785726362
127_6,s-2.97677463066699000,s-2.26082193111753371,s169.07638829498125688
127_7,s-0.20099236533109427,s-1.02652796976715677,s248.55846775946463367
127_8,s0.72037312339415915,s-2.16860802064899971,s68.34439993036488659
127_9,s-1.37729990198147445,s0.59193658511355529,s248.58282658019152223
127_10,s0.71844653184256646,s-1.09152793857271591,s68.36237184723205473
127_11,s-0.44740583760868285,s-1.62930961796072160,s68.59990676529076836
127_12,s3.03035519991974667,s1.61471962128667346,s68.44728418561196293
127_13,s-2.52989264933956726,s1.66485642398209288,s248.00913457936016471
127_14,s1.87604140845167100,s-1.09045706566383127,s68.32856589740919162
127_15,s0.96264921089731914,s-1.56422283972604026,s248.32537512965541282
127_16,s-0.43801825008215184,s-3.24514649489184270,s68.54166136997770309
127_17,s1.87819175285971851,s1.60295865809680316,s68.12169870942182115
127_18,s-0.45387861816550240,s-0.55229382924379855,s68.58675175693772985
127_19,s1.87779255970939030,s-2.70695773530668760,s68.25788932964155720
127_20,s-0.46407775506036986,s1.06341754904948260,s68.57379393946354185
127_21,s-3.02582460968151157,s-1.89745130600460299,s335.57706410285692300
127_22,s-2.52025321774713129,s-1.57055552451258063,s248.45061005660568298
127_23,s2.11902151191012056,s-2.10268036132882719,s248.23265303946118365
127_24,s0.96616938492711923,s1.66810962164097298,s248.12160410563797086
127_25,s-0.19314949863921177,s-2.64237249213718650,s248.36403584155877411
127_26,s2.11818073636825188,s-0.48654070577953790,s248.27506884565104883
127_27,s-1.60995312825511894,s-1.09089031675034764,s68.53232979864407071
127_28,s1.87685688427678032,s-1.62959703092940633,s68.29653024142675122
127_29,s-1.62188787848393345,s1.06391579468050623,s68.64078908135360280
127_30,s3.03003285247143950,s2.15352793412155652,s67.81509509076327902
127_31,s-1.37404226325209589,s0.05322105666864055,s248.57308992610228415
127_32,s-0.44342595700672754,s2.67160299136410284,s64.44912837459160926
127_33,s-1.38067583092129520,s1.13064899831623022,s248.57031682765341429
127_34,s-0.45731196478791819,s-0.01381604435270911,s68.53308790088756552
127_35,s-0.44376875533226356,s-2.16791286108224135,s68.57685490825858210
127_36,s0.96195782876813662,s0.59138519679415424,s247.93631657149626335
127_37,s-1.35709535361950118,s-2.64038003322229820,s248.52555969575064410
127_38,s-0.21310320608155925,s0.58924227186059430,s248.63671312789438161
127_39,s-0.20468348947114454,s-0.48801195017646792,s248.63638030308084126
127_40,s2.11134807378174161,s2.23801533547841203,s247.43741984308940118
127_41,s-3.03133154781865910,s0.35754587921897535,s333.54714627029727581
127_42,s-2.53122320090445818,s0.58360163234812834,s248.56173718366244429
127_43,s-2.53585078525183993,s2.22191821935839195,s247.99441573855233401
127_44,s0.44351541226719154,s2.69806490361215534,s66.37062725944093700
127_45,s0.96154638500224821,s-1.02562755635000502,s248.30907460971957335
127_46,s-1.62008573288989055,s2.14577643321231637,s67.99934011911403786
127_47,s2.11978565781058581,s1.13063803513918892,s248.03488560704730048
127_48,s3.03133911516769139,s-2.70472316323420880,s68.21897787685014691
127_49,s-2.97679390016825618,s-1.00903540521903468,s155.36936740946498503
127_50,s-2.51695656643951216,s-2.10972818681229635,s248.67003295473546132
127_51,s2.18699141244919115,s2.68633093385313781,s71.63709771327799558
127_52,s2.11822238827632292,s-1.02525612985572590,s248.24354329324341961
127_53,s-1.61850427871627267,s0.52500440995354702,s68.56187459412905127
127_54,s-1.60015194025448504,s-2.70692364295926735,s68.41433925162942842
127_55,s1.87786820726933157,s-3.24571747266888000,s68.20982838158084860
127_56,s2.11937519461087920,s-2.64161754388698178,s248.21811776221238688
127_57,s-2.51579725548624378,s-2.65055017536924797,s248.82104190404780297
127_58,s1.87672366832826309,s1.06362921486228701,s68.03556340539904568
127_59,s1.86897940105713234,s2.17610886144045823,s67.48344771864972813
127_60,s-1.60324230412473212,s-2.16771719767545479,s68.64892465026869672
127_61,s-2.98446795683666855,s1.23119466886739315,s153.52117393881655971
127_62,s0.71943566281332372,s-1.63035521808820949,s68.24908186896874440
127_63,s-0.22113468064593156,s1.66633611551023630,s248.62887363151025966
127_64,s3.03133730558718462,s2.69348272311674064,s68.31797463199046661
127_65,s-2.53499544098886487,s1.12192572804271173,s248.63830800980605318
127_66,s-1.38023771338646228,s1.67130147103248161,s248.01402358848895346
127_67,s3.03124731438912187,s-0.01147577619588218,s68.13395576414148991
127_68,s-1.61317573216969778,s-0.55229167661741019,s68.55589354839156613
127_69,s0.71613660495676068,s1.06097023437706306,s67.80239341872953673
127_70,s-1.62187598182285653,s1.60707723800624791,s68.00986790255620917
127_71,s-1.31843625154643629,s2.66016842584896063,s86.47523634355417244
127_72,s-1.37058331379967280,s-0.48547040738538050,s248.59406584573775945
127_73,s1.87742943469253154,s-2.16831092657102742,s68.24619138940551011
127_74,s0.97300514000507021,s2.21137861003063962,s247.60410468417751417
127_75,s1.87648008205297767,s-0.01357970282979297,s68.16014323942300734
127_76,s-3.03047408560245302,s1.47811412001753939,s333.87146831691859461
127_77,s-2.52751218076730444,s-3.20362868130885614,s243.15033929626665099
127_78,s-1.59715402305331589,s-3.24494864930259430,s68.62186584840480919
127_79,s3.03131473712210386,s1.06583469724592494,s68.05417626666843489
127_80,s-2.98164680109237734,s-3.29800737352753437,s342.43555605060754488
127_81,s1.87568927974552602,s-0.55237443665957253,s68.13468314638186030
127_82,s2.11881754210191531,s-1.56411394818945104,s248.29499773031056975
127_83,s3.03098340372738306,s-0.54989592938949228,s68.22216995892875957
127_84,s3.03101018344878881,s-1.08883923104876446,s68.16815824602792873
127_85,s-1.61587606574804088,s-0.01392623458519310,s68.45784729140899572
127_86,s-2.52605840451804520,s-0.49366720026794803,s248.53304771053944933
127_87,s0.89145431248544293,s2.66723293652921090,s273.70892239160099280
127_88,s0.72068901639115202,s1.59896078649267093,s67.61884602846026837
127_89,s-1.36073746761304570,s-2.10131618817814614,s248.63554452268411410
127_90,s-0.45070590213540418,s-1.09107615321633822,s68.49857873782409001
127_91,s0.96433530528630484,s-2.64129746091578843,s248.27021417244850454
127_92,s0.71271485288654635,s2.14525605949557807,s70.55896325830423166
127_93,s-1.36767504884543900,s-1.02362587368133240,s248.41120279877009125
127_94,s0.71590416301456883,s-0.55241158767401144,s68.58283453712959954
127_95,s-2.52295560784880601,s-1.03222717001228848,s248.54014017603702769
127_96,s-0.20877792491167299,s0.05049538230649700,s248.67482193462365103
127_97,s-0.46058009314975301,s0.52485746698784519,s68.56510303134183459
127_98,s-1.36473897032183689,s-1.56274120551111628,s248.61561096559626094
127_99,s-0.46562594285721859,s1.60085653119009175,s68.12574975157980361
127_100,s-0.21712271218253057,s1.12782140054600966,s248.62122859465625879
127_101,s0.72278492100408098,s-3.24537665426344368,s68.43890212215052316
127_102,s0.72133664496789762,s-2.70735423687415278,s68.26061675192062239
127_103,s3.03127175541816474,s0.52774213001835202,s68.32771304684824543
127_104,s0.96361142806829969,s-2.10273331215213100,s248.28413354420783321
127_105,s-0.19514450730732200,s-2.10398594146466822,s248.47442253402698498
127_106,s-1.60685734374752132,s-1.62943248060369994,s68.54318830459413903
127_107,s-2.65092039667254431,s2.67913850423629940,s286.02487826923248804
127_108,s2.11887227882270635,s0.05269739089569756,s248.16218309742833981
127_109,s-3.02676140142149830,s-0.75710593591237441,s333.39773952193286277
127_110,s-0.44087379883736677,s-2.70682237491931721,s68.46559380169873066
127_111,s-2.52831249040614470,s0.04528582859435023,s248.46088887703274395
127_112,s-1.37840429525075692,s2.20997821842893272,s248.01766653379786476
127_113,s2.11929803825472041,s-3.18062865377822801,s248.20741429562031044
127_114,s-2.99773403948989214,s2.57458063720077446,s172.27382413618147439
127_115,s-0.46536990064071110,s2.14105698931504351,s68.04000659590468558
127_116,s0.96144600043876505,s-0.48656743196751029,s248.20161274899103887
127_117,s-2.98627304344535371,s0.11089943597085146,s153.40351323591829669
127_118,s-1.35435183844755747,s-3.17889874174745746,s248.48287175076421818
127_119,s3.03133696374781714,s-2.16614796608668625,s68.18370699153291525
127_120,s0.96112812663306701,s0.05181789976124745,s248.28937616254575005
127_121,s0.96474724200986250,s-3.17970190525777507,s248.21126539982643067
127_122,s1.87652304845068096,s0.52535438788825373,s68.27554912445954471
127_123,s3.03130463814624385,s-3.24413327028643117,s68.20242358898033785
127_124,s-0.19763748269066983,s-1.56543502400936840,s248.63472961427265773
127_125,s0.71359496759665830,s0.52312975873575973,s68.04495249862230821
127_126,s2.12056713032030686,s1.66857673688176167,s248.43690676090619718
128_0,s-2.34340710907304794,s-0.11903569803637488,s159.02132562923071646
128_1,s1.89771610185237427,s1.31989235833921104,s338.36585782750506723
128_2,s-2.37072969955793988,s-3.35589690568940657,s338.46573253525849623
128_3,s-1.33330411385928005,s1.30741914155864647,s338.38388937134629941
128_4,s1.42041280429040806,s2.23164003945125344,s158.33499883821480125
128_5,s0.39400284535504859,s2.67673039541529700,s64.68268624482298890
128_6,s0.89717676496184662,s-0.10169486703241608,s158.96301702235774655
128_7,s2.47052061853209226,s-1.01047269633488979,s339.36342731489224889
128_8,s-0.25598212989956642,s0.14034586215200928,s338.45847448167359062
128_9,s-0.73416107351172255,s1.05262413629530971,s158.32339948930911078
128_10,s-1.33257242637266593,s0.13562821186183266,s338.61482967172986491
128_11,s2.99844124751497310,s-2.50809323899334080,s336.51688279481942345
128_12,s2.44035969457047441,s0.14986586978912297,s338.85377049522179504
128_13,s-0.49062266327616300,s2.72897677091620050,s244.66619996833799178
128_14,s2.91606519109504081,s-1.09058356983804527,s212.21537207752319887
128_15,s-0.16724282307424837,s-1.26968613267523733,s158.26386442022734968
128_16,s-1.63920776093843146,s2.74345060907525529,s245.67219037676630933
128_17,s-0.68630662009531962,s-2.43388829752977731,s158.45758352370856414
128_18,s0.88108232491950378,s1.06003474729357050,s158.42724003379464648
128_19,s0.29880288879620798,s-1.01681819788669592,s338.59774347480515644
128_20,s-0.79476575215179046,s0.13838074545845075,s338.36028317361200379
128_21,s-0.22448595390123843,s-2.18255867706801521,s338.29788261493575874
128_22,s-0.78165946287877519,s-1.02234597967445962,s338.65329079590833317
128_23,s-0.73390685750874907,s2.22497810052348965,s158.40657136592750476
128_24,s-2.88179106621506165,s-1.27722135433549266,s157.77565076523458742
128_25,s2.49640131442230073,s2.23752294121169193,s158.71697266301072204
128_26,s-0.76712940354247061,s-2.18090526909114679,s338.92673690625633753
128_27,s-2.88245486936076656,s1.04922809972969988,s156.31626791097082219
128_28,s-2.39901736317886272,s-1.03607918241165176,s338.62565890361975107
128_29,s1.95803696078971501,s1.06422803140589894,s158.45280656236542427
128_30,s-1.78031786604815156,s-2.43488232304431174,s159.67283546426057228
128_31,s-1.81187384162242471,s2.22006094260731590,s158.62847182552616232
128_32,s-0.74814833495915167,s-3.35535399169243354,s338.51514275952553135
128_33,s0.84498713050152607,s-1.01713676157177724,s339.00615267059220059
128_34,s0.86307589548411345,s-2.17710744401602518,s338.97353899998131510
128_35,s1.92654231533921583,s-1.01126114528364863,s339.02565426591746700
128_36,s2.49681571574642636,s1.06614889320796458,s158.35632171220538567
128_37,s1.35950806266830559,s0.14752663632697449,s338.42944859603187524
128_38,s-1.80327993964444167,s-0.11419214611849569,s159.04244781752316840
128_39,s0.28249385428718721,s0.14273015001965986,s338.44566610833254572
128_40,s0.34258705501811093,s1.05791418222829958,s158.42100957421146745
128_41,s0.91533625213561887,s-1.25963444770647004,s158.79976198795492337
128_42,s-0.18408217064468974,s-0.10337820242941909,s158.65111179413420928
128_43,s2.98184801520210341,s2.64344283214576681,s59.69787534446071930
128_44,s1.45491213567133926,s-1.25635913437017033,s159.38970734501378956
128_45,s-1.26247001959760041,s-0.11013058786318775,s158.54309545015897243
128_46,s2.50506047857237402,s-3.34123415952472680,s338.82940676760404131
128_47,s-0.79426272369809681,s1.31004004045217104,s338.57714506835355905
128_48,s-2.94046064058299983,s-2.18956774691473033,s337.59436498730781295
128_49,s1.49671201084733663,s2.72176166406258124,s64.79599097278381237
128_50,s2.97037381050165950,s1.31663349688975684,s336.81587486892618699
128_51,s-2.35087216585779046,s1.04345373110254824,s158.75618960170641003
128_52,s-1.32141265399805130,s-1.02548511704097511,s338.63178089500513579
128_53,s-1.82987064913314867,s-3.35572597715331655,s338.55174965192441050
128_54,s2.02065112411598058,s-2.41192770488798569,s160.51257929783790246
128_55,s-2.36354037246042115,s2.23211636256001356,s159.85091785319309565
128_56,s-1.25207828539119426,s-1.26961508969057091,s159.06064597558830087
128_57,s-1.81173882012278575,s1.04757986148045945,s158.52597574458036433
128_58,s-1.23577268906087001,s-2.43028885712691922,s160.17943859629099279
128_59,s-1.79084033337122639,s-1.27481843243097859,s158.66268817144714376
128_60,s2.51823337838573291,s-0.09579313117330955,s159.35981135285700816
128_61,s0.39526520298848467,s-2.43431582010219394,s157.97520316063841506
128_62,s1.94744458477023286,s-2.16616567830638518,s338.73125841174220341
128_63,s0.88125469116708688,s-3.34836654783424148,s339.19747432945297305
128_64,s1.89860734350171145,s0.15015944840561146,s338.59681738478985835
128_65,s0.82085393196657452,s1.31568185610279409,s338.42499330510952404
128_66,s0.88179462845862322,s2.23021631045612567,s158.36686237029144309
128_67,s-2.94711421187803957,s-1.03378112927642785,s337.93140515182921035
128_68,s2.99371192351221804,s0.15571634860139358,s337.19191113705568341
128_69,s-2.33074712752911095,s-1.27881898685823447,s158.77780983299160766
128_70,s-0.72459180157808700,s-0.10587187226033662,s158.90444394451634480
128_71,s-2.39084833421347165,s-2.19548244401211301,s338.87160807039100519
128_72,s-0.20146288682569502,s-3.35188226926392785,s339.33009309574521239
128_73,s0.63989767129772113,s2.72641252618011176,s244.55302099613146538
128_74,s-1.87178080112404333,s1.30561278612243581,s338.39724892921384480
128_75,s0.33672870525410936,s-3.34905775780185300,s338.43698669547671898
128_76,s0.32102014752764757,s-2.18229559758306291,s339.65937301257957870
128_77,s-1.85181237594700931,s-2.18999283572514614,s338.68907911011359602
128_78,s3.03218092818584273,s2.24697359109641370,s159.67867465841720787
128_79,s-0.71147601011173378,s-1.26506886225348003,s158.84394826479160656
128_80,s0.82109584226641663,s0.14520279957621071,s338.47875237040688035
128_81,s1.43826875824832112,s-0.09944815091084550,s158.62198631646322156
128_82,s-1.28724617844399836,s-3.35746497936110666,s338.68713675403330399
128_83,s-2.87956145028789479,s-0.12166318328524230,s157.98543102963057549
128_84,s3.03652394943630455,s-0.74358621949029913,s337.60667846425548078
128_85,s2.43640351256696519,s1.32175173236737309,s338.42907375213923160
128_86,s0.35579887801166421,s-0.10224751017501736,s158.80449722578575233
128_87,s-1.87136127071346081,s0.13221483845981974,s338.51218894899398038
128_88,s-2.94684855316456762,s1.29976820940770321,s339.09522891843607795
128_89,s-2.94690906792582297,s0.12281793735844566,s339.05982151864839125
128_90,s1.47671678819442365,s-2.41847770395427197,s159.89195585552826628
128_91,s-2.93280709537132234,s2.22485903580068056,s155.26815426160132461
128_92,s-0.74032091433599778,s2.67051636279810678,s65.17569557489473198
128_93,s1.35943149827485987,s1.31791824643071398,s338.44883614323788379
128_94,s3.03449029529007630,s1.06909313021062702,s158.65801776799511913
128_95,s-2.40957556992967215,s0.12875544484264118,s338.61848004579064764
128_96,s3.03740794920753654,s-3.34740466759987854,s336.41576677452229660
128_97,s-1.27252658592814760,s2.22288848572623454,s158.43391192600685713
128_98,s0.28234627830750253,s1.31354576408195101,s338.42667797459859003
128_99,s0.93175071636299711,s-2.43039953433764255,s159.30668047673637489
128_100,s1.96621760773394882,s-3.34877992759595289,s339.61699681736479306
128_101,s-1.85943522864188071,s-1.03081761751216261,s338.89219589669016841
128_102,s0.34280646039745732,s2.22792675245531457,s158.53114362906012502
128_103,s-3.03755980498064782,s2.68865192455682767,s254.88061176042842249
128_104,s-1.27319354719087219,s1.05059141993569205,s158.51247259243632470
128_105,s-0.19637641732734223,s1.05507160040682901,s158.58627590881164338
128_106,s-2.93758290805507016,s-3.34611862820442507,s336.66221923112959757
128_107,s1.99860090357868159,s-1.25472713052246743,s158.76628604340066886
128_108,s1.97741634163568247,s-0.09678213192499241,s158.91639464553227867
128_109,s1.95849585072168564,s2.23368116582594656,s158.49193935379744858
128_110,s-1.30893439546204582,s-2.18605302919329825,s339.09361308624517051
128_111,s-0.14674599316676470,s-2.43226570311845514,s158.64212234606532093
128_112,s1.41966204141790242,s1.06206556679643915,s158.40295857778451705
128_113,s2.54012340981124352,s-1.25160737266107858,s159.08156083372105627
128_114,s1.40454459484112393,s-2.17277277802399205,s339.26703008102759895
128_115,s1.41877324550534500,s-3.35091092429783277,s337.84412716588866488
128_116,s1.38360332489253457,s-1.01256899320852223,s338.72585320926884833
128_117,s-2.87303779422929972,s-2.43919664680749193,s156.50879045912265042
128_118,s0.36925375899413559,s-1.26218383031873538,s159.93201210719033156
128_119,s-0.24168422552485111,s-1.01728622790637280,s338.73460338938923542
128_120,s1.77194796577059610,s2.75757006495847401,s238.32188522541366638
128_121,s2.49616224284227117,s-2.16390256967034933,s339.02726206134428821
128_122,s-0.25661054220358015,s1.31218222579918020,s338.26598963818196353
128_123,s-2.01368110689149793,s2.69404096273249083,s62.71713911934102725
128_124,s2.57046896493611721,s-2.40839718168359918,s159.68648329104129857
128_125,s-0.19493117432608911,s2.22611255876192926,s158.24543752520773410
128_126,s-2.32159282347479135,s-2.43841074672920088,s159.22791542523501107
128_127,s-2.41066526001565995,s1.30439779304967973,s338.26314011957435923
129_0,s-1.25381298100236416,s-2.48522795254390694,s158.31900487576436376
129_1,s0.28710278871863559,s0.10686081248135741,s338.42943505451768260
129_2,s2.44786548664520520,s-2.22487502582707997,s338.92332941187584083
129_3,s1.36522969144819051,s-2.22645521517355771,s338.42712951698791812
129_4,s0.86560325285722517,s-3.39669177338938777,s339.54788162376280525
129_5,s-3.04199593103822652,s2.63599749219062574,s261.34005700450762788
129_6,s2.97566582600243912,s-1.05484093463211881,s336.74406253033396297
129_7,s-0.78917706851641944,s1.27131384085254440,s338.45310665517877169
129_8,s0.91199915395615272,s-2.47969661218429094,s159.33561771394269613
129_9,s-2.40562438291530967,s0.09793884933120624,s338.37076725297316671
